cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,VR ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
Central Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Female,25-34,BS,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BO ,Not Hired
South Male,35-44,MB,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Male,35-44,VI,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,BS ,Hired
South Male,15-24,VI,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Male,25-34,VA,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Female,15-24,VR,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,25-34,LO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Male,35-44,BS,Undergraduate,Lavoro subordinato,Operai Generici,BO ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,LO ,Not Hired
South Male,25-34,TN,Unknown,Ricerca e selezione,Operai Generici,BO ,Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VE ,Not Hired
South Male,25-34,MO,Graduate,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
Central Male,35-44,MO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MC ,Not Hired
South Male,35-44,MB,Other,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,BO ,Hired
South Female,35-44,LO,Vocational Certificate,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,15-24,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,MN,Unknown,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Female,55-74,BZ,Other,Lavoro subordinato,Operai Generici,RE ,Not Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Operai Generici,AO ,Hired
South Male,35-44,BG,Unknown,Ricerca e selezione,Operai Generici,PD ,Not Hired
South Female,25-34,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,BG ,Hired
Central Male,45-54,BS,Unknown,Lavoro subordinato,Operai Generici,BO ,Not Hired
Central Female,25-34,VI,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
South Female,45-54,CN,Higher Technical Institute,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,CR,Other,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,BG ,Hired
Central Male,25-34,TO,High School,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Not Hired
South Female,25-34,VI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,CN ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MO ,Not Hired
South Female,55-74,TO,Undergraduate,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Female,55-74,BS,Vocational Certificate,Lavoro subordinato,Operai Generici,PD ,Not Hired
South Female,15-24,VE,Unknown,Ricerca e selezione,Ingegneria Impiantistica,VI ,Not Hired
South Female,15-24,MB,Other,Ricerca e selezione,Operai Generici,MI ,Not Hired
Central Male,15-24,MB,Unknown,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Male,45-54,BS,Higher Technical Institute,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,MO,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
South Male,35-44,BO,Unknown,Lavoro subordinato,Finanza / Contabilità,BO ,Not Hired
South Male,25-34,MO,Graduate,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Male,25-34,IM,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,PR ,Not Hired
South Male,25-34,BG,Other,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Female,15-24,VA,High School,Lavoro subordinato,Operai Generici,AP ,Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Impiegati,CN ,Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,VI ,Not Hired
South Male,45-54,MB,Unknown,Ricerca e selezione,Assistenziale / Paramedico / Tecnico,BG ,Hired
Central Female,45-54,UD,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Hired
South Female,55-74,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,MI ,Not Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
Central Male,15-24,MI,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,RM ,Not Hired
South Female,15-24,BS,Graduate,Ricerca e selezione,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Female,25-34,BG,High School,Lavoro subordinato,Operai Generici,TO ,Not Hired
Central Male,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,FI ,Not Hired
South Female,25-34,CR,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,RM ,Not Hired
South Female,25-34,PN,Unknown,Lavoro subordinato,Commerciale / Vendita,MN ,Not Hired
South Male,55-74,TV,Unknown,Ricerca e selezione,Finanza / Contabilità,BG ,Hired
South Female,45-54,SO,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MB ,Hired
South Female,45-54,VA,Unknown,Lavoro subordinato,Commerciale / Vendita,BO ,Hired
South Female,15-24,BS,Graduate,Ricerca e selezione,Operai Generici,MI ,Not Hired
Central Male,25-34,MI,Unknown,Lavoro subordinato,Finanza / Contabilità,MO ,Not Hired
South Male,35-44,RE,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,15-24,BO,Unknown,Lavoro subordinato,Commerciale / Vendita,MO ,Not Hired
South Female,45-54,MO,Unknown,Ricerca e selezione,Operai Specializzati,VR ,Not Hired
South Female,35-44,MN,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
South Female,45-54,TE,Unknown,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,55-74,FE,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Not Hired
South Male,45-54,VI,Other,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Hired
South Female,35-44,PD,Unknown,Lavoro subordinato,Impiegati,VA ,Not Hired
South Male,55-74,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
Central Female,45-54,PO,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,BO ,Hired
South Male,25-34,IM,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Female,45-54,MB,Other,Lavoro subordinato,Finanza / Contabilità,VI ,Not Hired
South Female,25-34,CN,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,LO ,Not Hired
Central Male,35-44,VR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
Central Male,25-34,PD,Other,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Female,35-44,BO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,TE ,Not Hired
South Male,45-54,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Female,45-54,PD,Other,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
South Male,15-24,MI,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,15-24,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,45-54,BO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Not Hired
Central Female,45-54,PO,Other,Lavoro subordinato,Manutenzione / Riparazione,RM ,Not Hired
South Male,25-34,BS,Unknown,Ricerca e selezione,Operai Generici,BS ,Not Hired
South Female,15-24,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,VI ,Not Hired
South Female,45-54,TV,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Hired
South Male,45-54,VE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
South Female,55-74,FR,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,TN ,Not Hired
South Male,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,PR,Unknown,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Operai Generici,LO ,Hired
South Female,25-34,RE,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Female,45-54,VA,Undergraduate,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
South Female,15-24,CR,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,PI ,Not Hired
South Male,15-24,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Male,45-54,BS,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MN ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,VR ,Not Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,25-34,MO,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,55-74,VA,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,VE ,Not Hired
South Female,45-54,TO,Graduate,Lavoro subordinato,Commerciale / Vendita,NU ,Not Hired
South Female,45-54,PG,Vocational Certificate,Ricerca e selezione,Segreteria / Servizi Generali,TV ,Not Hired
South Female,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Male,45-54,VI,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VR ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Not Hired
South Male,25-34,RM,Unknown,Ricerca e selezione,Operai Specializzati,RM ,Not Hired
South Male,35-44,AQ,Other,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,45-54,PE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,CN ,Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Specializzati,LO ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,BO ,Not Hired
South Female,25-34,MN,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
North Female,25-34,MB,Unknown,Ricerca e selezione,Operai Specializzati,VI ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,RM ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Impiegati,TV ,Not Hired
Central Female,25-34,BS,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,55-74,TO,Unknown,Lavoro subordinato,Operai Generici,LO ,Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Manutenzione / Riparazione,MI ,Hired
Central Male,25-34,TO,Unknown,Ricerca e selezione,Operai Generici,CO ,Hired
South Male,55-74,RM,Unknown,Ricerca e selezione,Operai Generici,MB ,Hired
South Male,15-24,BS,Unknown,Lavoro subordinato,Operai Generici,BO ,Not Hired
South Male,55-74,BO,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Not Hired
South Male,25-34,TV,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Female,55-74,BS,Unknown,Lavoro subordinato,Operai Generici,BZ ,Not Hired
South Female,25-34,PO,High School,Lavoro subordinato,Operai Specializzati,MI ,Hired
South Female,55-74,FE,Other,Lavoro subordinato,Segreteria / Servizi Generali,PD ,Not Hired
Central Male,25-34,MB,Unknown,Ricerca e selezione,Operai Specializzati,BS ,Hired
South Male,45-54,VA,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
South Female,55-74,MN,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BS ,Hired
South Female,25-34,BS,Unknown,Ricerca e selezione,Finanza / Contabilità,CO ,Not Hired
South Male,55-74,VI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BS ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,15-24,MI,Vocational Certificate,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Not Hired
South Male,55-74,BO,Unknown,Lavoro subordinato,Operai Generici,MC ,Not Hired
South Male,35-44,PR,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,MI ,Hired
South Male,35-44,MB,Unknown,Lavoro subordinato,Finanza / Contabilità,VI ,Not Hired
South Male,15-24,MI,Other,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,BG ,Hired
Central Female,55-74,MI,High School,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,25-34,TE,Vocational Certificate,Lavoro subordinato,Operai Generici,MB ,Hired
Central Male,35-44,VI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Male,35-44,BS,Unknown,Ricerca e selezione,Impiegati,CO ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Manutenzione / Riparazione,MI ,Not Hired
South Female,15-24,UD,Other,Lavoro subordinato,Impiegati,BO ,Hired
South Male,25-34,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,25-34,CH,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Female,55-74,PD,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,25-34,BO,Other,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BS ,Not Hired
South Female,35-44,MC,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
South Male,35-44,SO,Other,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
South Male,45-54,BG,Unknown,Ricerca e selezione,Operai Generici,CO ,Not Hired
South Female,25-34,FR,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VI ,Not Hired
Central Male,25-34,BO,Vocational Certificate,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,15-24,BG,Unknown,Ricerca e selezione,Bar / Catering / Personale Di Sala / Cuochi / Chef,BO ,Not Hired
South Female,25-34,PD,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VI ,Not Hired
South Male,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
North Male,25-34,BS,Other,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
South Female,25-34,MI,Unknown,Ricerca e selezione,Assistenziale / Paramedico / Tecnico,TV ,Not Hired
South Female,15-24,PO,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BO ,Hired
South Female,45-54,BG,Other,Ricerca e selezione,Operai Generici,CA ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MC ,Not Hired
South Female,35-44,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
Central Male,45-54,MI,Vocational Certificate,Lavoro subordinato,Operai Specializzati,PI ,Not Hired
South Female,35-44,LC,Other,Lavoro subordinato,Commerciale / Vendita,TO ,Not Hired
Central Female,25-34,MN,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
South Female,45-54,MI,Other,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,25-34,MI,Other,Ricerca e selezione,Operai Generici,BZ ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,BO ,Hired
South Male,45-54,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BG ,Not Hired
South Male,45-54,TO,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,VR ,Not Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,RE ,Not Hired
South Female,55-74,MB,Graduate,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
South Female,55-74,VA,Unknown,Ricerca e selezione,Operai Specializzati,BO ,Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,55-74,RM,Other,Lavoro subordinato,Impiegati,VI ,Not Hired
South Female,35-44,TO,Unknown,Lavoro subordinato,Finanza / Contabilità,MO ,Hired
South Female,25-34,RM,Unknown,Lavoro subordinato,Commerciale / Vendita,MO ,Not Hired
South Male,35-44,VR,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
Central Male,25-34,LO,Unknown,Lavoro subordinato,Operai Generici,VE ,Not Hired
South Female,25-34,TS,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,LO ,Not Hired
South Female,15-24,VA,Other,Lavoro subordinato,Operai Specializzati,VA ,Not Hired
South Male,35-44,MO,Unknown,Ricerca e selezione,Operai Generici,LC ,Not Hired
South Male,45-54,PV,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Male,55-74,TO,Unknown,Lavoro subordinato,Operai Specializzati,CN ,Hired
South Female,45-54,MI,Other,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Male,15-24,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VR ,Not Hired
South Female,15-24,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VR ,Not Hired
South Female,35-44,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,VE ,Not Hired
South Female,55-74,MO,Other,Lavoro subordinato,Operai Generici,CN ,Hired
South Female,45-54,TO,Unknown,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Male,25-34,AL,Other,Ricerca e selezione,Operai Generici,MC ,Not Hired
South Male,25-34,MB,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,15-24,MI,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Female,55-74,PO,Unknown,Lavoro subordinato,Operai Generici,MO ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Impiegati,MI ,Not Hired
South Female,35-44,VA,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Hired
South Male,35-44,UD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Female,45-54,UD,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,AR ,Hired
Central Male,25-34,MI,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Not Hired
South Female,45-54,BS,Other,Lavoro subordinato,Operai Generici,MN ,Not Hired
South Female,25-34,BG,Other,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,35-44,BS,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,BS ,Not Hired
South Female,25-34,BG,Other,Lavoro subordinato,Commerciale / Vendita,PD ,Not Hired
South Male,35-44,RI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
Central Male,55-74,MB,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
South Male,45-54,BZ,Unknown,Lavoro subordinato,Impiegati,BG ,Not Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Operai Specializzati,MO ,Hired
South Female,25-34,AL,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Female,45-54,CR,Unknown,Ricerca e selezione,Commerciale / Vendita,VA ,Not Hired
South Male,25-34,TO,Unknown,Ricerca e selezione,Operai Generici,BO ,Hired
South Male,35-44,BS,Unknown,Ricerca e selezione,Operai Generici,LO ,Not Hired
South Male,35-44,MO,Unknown,Lavoro subordinato,Finanza / Contabilità,VR ,Not Hired
South Female,35-44,MB,Unknown,Ricerca e selezione,Commerciale / Vendita,BO ,Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
South Female,55-74,PD,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,LO ,Not Hired
South Male,35-44,VI,Unknown,Lavoro subordinato,Finanza / Contabilità,BG ,Hired
South Male,55-74,TV,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MB ,Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,LC ,Not Hired
South Female,55-74,BG,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,VI ,Not Hired
South Female,45-54,VA,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
South Male,35-44,UD,Other,Ricerca e selezione,Operai Generici,BO ,Hired
South Female,15-24,RN,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,55-74,MI,Other,Lavoro subordinato,Operai Generici,PD ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,35-44,TS,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MC ,Hired
South Female,55-74,UD,Other,Lavoro subordinato,Manutenzione / Riparazione,MI ,Hired
South Female,35-44,CO,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,25-34,TO,Unknown,Ricerca e selezione,Commerciale / Vendita,BS ,Hired
South Female,25-34,PD,Unknown,Ricerca e selezione,Ingegneria Impiantistica,BG ,Hired
South Female,35-44,BS,Other,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,25-34,MB,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Hired
South Female,45-54,BO,Other,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BS ,Not Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Finanza / Contabilità,RM ,Not Hired
South Male,35-44,TO,Other,Ricerca e selezione,Manutenzione / Riparazione,VR ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Male,35-44,FE,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,UD ,Not Hired
South Female,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,MO ,Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Operai Generici,CN ,Not Hired
South Male,55-74,PN,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,25-34,MO,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Female,45-54,BG,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Female,35-44,UD,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,LC ,Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MB ,Not Hired
South Female,35-44,RM,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,25-34,UD,Other,Lavoro subordinato,Operai Generici,BS ,Hired
South Female,45-54,BS,Unknown,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Finanza / Contabilità,CH ,Hired
South Female,25-34,TV,Other,Lavoro subordinato,Manutenzione / Riparazione,BG ,Hired
South Female,15-24,MI,Unknown,Lavoro subordinato,Commerciale / Vendita,BG ,Hired
South Male,55-74,AN,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BG ,Not Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,TO ,Not Hired
South Female,25-34,SV,Unknown,Ricerca e selezione,Finanza / Contabilità,VR ,Not Hired
South Female,45-54,CN,Unknown,Lavoro subordinato,Commerciale / Vendita,CO ,Not Hired
South Male,45-54,UD,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Male,55-74,MO,Other,Ricerca e selezione,Commerciale / Vendita,UD ,Not Hired
South Female,25-34,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,45-54,BS,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Female,35-44,TV,Unknown,Lavoro subordinato,Operai Generici,PN ,Not Hired
South Female,25-34,MI,Other,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Male,45-54,RM,Unknown,Lavoro subordinato,Commerciale / Vendita,BG ,Hired
South Female,15-24,RM,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TN ,Not Hired
South Female,45-54,RN,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Female,35-44,TO,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,RO ,Not Hired
South Male,55-74,VR,Higher Technical Institute,Lavoro subordinato,Commerciale / Vendita,VI ,Not Hired
Central Female,15-24,MI,Unknown,Lavoro subordinato,Operai Generici,LO ,Not Hired
South Female,25-34,PI,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Male,25-34,PO,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Operai Generici,BG ,Hired
South Female,35-44,CO,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,BO ,Hired
South Female,25-34,VI,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Female,15-24,FI,Other,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
