Sensitive,Sex,Study Area,Study Title,Sector,Job Family Hiring,Job Title Hiring,Technical Skills,Comunication,Maturity,Dynamism,Mobility,English,European Residence,Italian Residence,Status
Not a protected category 31 - 35 years,Female,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,3,3,3,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,master's degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,3,2,2,3,3,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Scientific Field,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,No,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,1,2,2,2,3,2,Yes,Yes,Negative
Not a protected category 40 - 45 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,No,No,Negative
Not a protected category > 45 years,Male,Other,Professional qualification,Oil and Gas,Not Specified,Not Specified,2,2,3,3,3,4,Yes,No,Negative
Not a protected category 20 - 25 years,Male,Economic,Five-year degree,Others,Support,Support,2,2,2,3,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,1,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Economic,Five-year degree,Others,Support,Support,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,3,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Female,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,3,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,1,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Consultant,2,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,2,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Engineering,Junior Consultant,2,2,2,2,3,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,4,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,3,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,1,2,2,1,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,1,1,1,1,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,3,2,3,2,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,3,2,2,3,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Tech Consulting & Solutions,Advanced Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,3,3,2,3,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,2,3,2,3,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,3,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,3,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Automotive,Tech Consulting & Solutions,Consultant,1,1,2,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 20 - 25 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Railway,Not Specified,Not Specified,1,2,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,1,2,2,2,3,2,Yes,Yes,Negative
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Life sciences,Not Specified,Not Specified,2,2,2,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,2,3,3,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,3,3,3,3,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,3,3,1,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Other,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,3,3,3,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,1,2,2,2,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,2,3,3,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,master's degree,Life sciences,Not Specified,Not Specified,1,2,3,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,1,1,1,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Female,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,3,2,2,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Female,Engineering,Three-year degree,Life sciences,Not Specified,Not Specified,2,2,3,3,1,2,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,3,3,3,2,3,3,Yes,Yes,Negative
Not a protected category 20 - 25 years,Female,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,3,3,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,2,2,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category < 20 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,3,2,3,3,Yes,Yes,Positive
Not a protected category 26 - 30 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Other,Professional qualification,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category 31 - 35 years,Female,Other,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Female,Other,Professional qualification,Oil and Gas,Engineering,Consultant,3,2,3,1,1,3,Yes,Yes,Positive
Not a protected category > 45 years,Female,Economic,Three-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,1,1,1,1,1,3,Yes,Yes,Negative
Not a protected category < 20 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,3,3,3,Yes,No,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,No,Negative
Not a protected category < 20 years,Male,Engineering,Five-year degree,Others,Engineering,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category 31 - 35 years,Female,Medical Field,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,3,3,Yes,No,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Energy,Not Specified,Not Specified,2,1,2,2,3,2,Yes,Yes,Negative
Not a protected category 31 - 35 years,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Female,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
Not a protected category > 45 years,Male,Informatics,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
Not a protected category > 45 years,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,3,3,3,2,1,3,Yes,Yes,Negative
Not a protected category 36 - 40 years,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,4,4,3,Yes,Yes,Negative
